,Test_acc,Test_cost,Test_size,Train_acc,Train_cost,Train_size,Budget,Method,Provider,Marker
0,0.8905263157894737,7.378368947368421e-05,3800,0.9007894736842105,7.613126315789473e-05,3800,9e-05,FrugalGPT,FrugalGPT,1
1,0.8923684210526316,0.00032147,3800,0.905,0.000352609,3800,0.000365789,FrugalGPT,FrugalGPT,1
2,0.9002631578947369,0.000564678,3800,0.9086842105263158,0.000597122,3800,0.000706579,FrugalGPT,FrugalGPT,1
3,0.9002631578947369,0.00083173,3800,0.9097368421052632,0.00083486,3800,0.001047368,FrugalGPT,FrugalGPT,1
4,0.9002631578947369,0.00083173,3800,0.9097368421052632,0.00083486,3800,0.001388158,FrugalGPT,FrugalGPT,1
5,0.9002631578947369,0.00083173,3800,0.9097368421052632,0.00083486,3800,0.001728947,FrugalGPT,FrugalGPT,1
6,0.9002631578947369,0.00083173,3800,0.9097368421052632,0.00083486,3800,0.002069737,FrugalGPT,FrugalGPT,1
7,0.9007894736842105,0.002273257,3800,0.9105263157894737,0.002314328,3800,0.002410526,FrugalGPT,FrugalGPT,1
8,0.9007894736842105,0.002273257,3800,0.9105263157894737,0.002314328,3800,0.002751316,FrugalGPT,FrugalGPT,1
9,0.9007894736842105,0.002273257,3800,0.9105263157894737,0.002314328,3800,0.003092105,FrugalGPT,FrugalGPT,1
10,0.9007894736842105,0.002273257,3800,0.9105263157894737,0.002314328,3800,0.003432895,FrugalGPT,FrugalGPT,1
11,0.9007894736842105,0.002273257,3800,0.9105263157894737,0.002314328,3800,0.003773684,FrugalGPT,FrugalGPT,1
12,0.9007894736842105,0.002273257,3800,0.9105263157894737,0.002314328,3800,0.004114474,FrugalGPT,FrugalGPT,1
13,0.9007894736842105,0.002273257,3800,0.9105263157894737,0.002314328,3800,0.004455263,FrugalGPT,FrugalGPT,1
14,0.9007894736842105,0.002273257,3800,0.9105263157894737,0.002314328,3800,0.004796053,FrugalGPT,FrugalGPT,1
15,0.9007894736842105,0.002273257,3800,0.9105263157894737,0.002314328,3800,0.005136842,FrugalGPT,FrugalGPT,1
16,0.9007894736842105,0.002273257,3800,0.9105263157894737,0.002314328,3800,0.005477632,FrugalGPT,FrugalGPT,1
17,0.9007894736842105,0.002273257,3800,0.9105263157894737,0.002314328,3800,0.005818421,FrugalGPT,FrugalGPT,1
18,0.9007894736842105,0.002273257,3800,0.9105263157894737,0.002314328,3800,0.006159211,FrugalGPT,FrugalGPT,1
19,0.9007894736842105,0.002273257,3800,0.9105263157894737,0.002314328,3800,0.0065,FrugalGPT,FrugalGPT,1
0,0.8892105263157895,0.002858249,3800,0.8878947368421053,0.002861242,3800,10,gpt-4o-2024-05-13,openaichat,1
1,0.885,8.608310526315789e-05,3800,0.8902631578947369,8.620717105263158e-05,3800,10,gpt-4o-mini,openaichat,2
2,0.8989473684210526,0.005707529,3800,0.8957894736842106,0.005715424,3800,10,gpt-4-turbo,openaichat,3
3,0.8936842105263157,0.00050495,3800,0.8918421052631579,0.000505578,3800,10,Meta-Llama-3-70B-Instruct-Turbo,togetherai,1
4,0.8352631578947368,0.000176727,3800,0.8342105263157895,0.000176932,3800,10,gemma-2-9b-it,togetherai,2
5,0.9002631578947369,0.002036503,3800,0.8934210526315789,0.002039393,3800,10,claude-3-5-sonnet-20240620,anthropic,1
6,0.878421053,0.001262035,3800,0.8747368421052631,0.001263643,3800,10,jamba-1.5-large,ai21,1
7,0.8828947368421053,4.3963953947368424e-05,3800,0.8863157894736842,4.4017322368421056e-05,3800,10,gemini-1.5-flash,google,1
8,0.8273684210526315,0.000740767,3800,0.8236842105263158,0.000741208,3800,10,gemini-1.5-pro,google,2
9,0.8636842105263158,2.1983792763157898e-05,3800,0.8689473684210526,2.2008187500000003e-05,3800,10,gemini-1.5-flash-8b,google,3
