,Test_acc,Test_cost,Test_size,Train_acc,Train_cost,Train_size,Budget,Method,Provider,Marker
0,0.33876221498371334,7.384493172137309e-05,3991,0.34828363818591834,7.360101791530944e-05,3991,7.4e-05,FrugalGPT,FrugalGPT,1
1,0.3693309947381609,0.0007176,3991,0.38185918316211476,0.000705072,3991,0.000912211,FrugalGPT,FrugalGPT,1
2,0.38160861939363566,0.001700251,3991,0.38987722375344525,0.00173478,3991,0.001750421,FrugalGPT,FrugalGPT,1
3,0.38160861939363566,0.001700251,3991,0.38987722375344525,0.00173478,3991,0.002588632,FrugalGPT,FrugalGPT,1
4,0.38160861939363566,0.001700251,3991,0.38987722375344525,0.00173478,3991,0.003426842,FrugalGPT,FrugalGPT,1
5,0.3838636933099474,0.003916803,3991,0.40090202956652465,0.003905964,3991,0.004265053,FrugalGPT,FrugalGPT,1
6,0.3838636933099474,0.003916803,3991,0.40090202956652465,0.003905964,3991,0.005103263,FrugalGPT,FrugalGPT,1
7,0.3838636933099474,0.003916803,3991,0.40090202956652465,0.003905964,3991,0.005941474,FrugalGPT,FrugalGPT,1
8,0.3838636933099474,0.003916803,3991,0.40090202956652465,0.003905964,3991,0.006779684,FrugalGPT,FrugalGPT,1
9,0.3838636933099474,0.003916803,3991,0.40090202956652465,0.003905964,3991,0.007617895,FrugalGPT,FrugalGPT,1
10,0.3838636933099474,0.003916803,3991,0.40090202956652465,0.003905964,3991,0.008456105,FrugalGPT,FrugalGPT,1
11,0.3838636933099474,0.003916803,3991,0.40090202956652465,0.003905964,3991,0.009294316,FrugalGPT,FrugalGPT,1
12,0.3838636933099474,0.003916803,3991,0.40090202956652465,0.003905964,3991,0.010132526315789472,FrugalGPT,FrugalGPT,1
13,0.3838636933099474,0.003916803,3991,0.40090202956652465,0.003905964,3991,0.010970737,FrugalGPT,FrugalGPT,1
14,0.3838636933099474,0.003916803,3991,0.40090202956652465,0.003905964,3991,0.011808947,FrugalGPT,FrugalGPT,1
15,0.3838636933099474,0.003916803,3991,0.40090202956652465,0.003905964,3991,0.012647157894736841,FrugalGPT,FrugalGPT,1
16,0.3838636933099474,0.003916803,3991,0.40090202956652465,0.003905964,3991,0.013485368,FrugalGPT,FrugalGPT,1
17,0.3838636933099474,0.003916803,3991,0.40090202956652465,0.003905964,3991,0.014323578947368418,FrugalGPT,FrugalGPT,1
18,0.3838636933099474,0.003916803,3991,0.40090202956652465,0.003905964,3991,0.015161789473684208,FrugalGPT,FrugalGPT,1
19,0.3838636933099474,0.003916803,3991,0.40090202956652465,0.003905964,3991,0.016,FrugalGPT,FrugalGPT,1
0,0.16286644951140064,0.004757603,3991,0.17539463793535454,0.00476201,3991,10,gpt-4o-2024-05-13,openaichat,1
1,0.11626158857429215,0.000144792,3991,0.13154597845151592,0.000144957,3991,10,gpt-4o-mini,openaichat,2
2,0.27737409170633925,0.014052312703583062,3991,0.2951641192683538,0.014052199949887247,3991,10,gpt-4-turbo,openaichat,3
3,0.33876221498371334,7.336982585818091e-05,3991,0.34828363818591834,7.338596842896517e-05,3991,10,gemini-1.5-flash,google,1
4,0.27536958155850666,0.001234713,3991,0.28864946128789776,0.001234168,3991,10,gemini-1.5-pro,google,2
5,0.23101979453770985,3.676808757203709e-05,3991,0.2495615134051616,3.674515159107993e-05,3991,10,gemini-1.5-flash-8b,google,3
6,0.2538210974693059,0.000815488,3991,0.2633425206715109,0.000815875,3991,10,Meta-Llama-3-70B-Instruct-Turbo,togetherai,1
7,0.2067151089952393,0.000280175,3991,0.21272863943873715,0.000280403,3991,10,gemma-2-9b-it,togetherai,2
8,0.2836381859183162,0.003286579,3991,0.2904034076672513,0.003286819,3991,10,claude-3-5-sonnet-20240620,anthropic,1
9,0.154347281,0.002021833,3991,0.16136306690052618,0.00202127,3991,10,jamba-1.5-large,ai21,1
