,Test_acc,Test_cost,Test_size,Train_acc,Train_cost,Train_size,Budget,Method,Provider,Marker
,0.1,110,5000,0.8182,1.9468764,5000,10,GPT-Neo,Textsynth,3
,0.1,0.8044752,5000,0.7248,0.804312,5000,10,GPT-FSQ,Textsynth,2
,0.1,0.2773536,5000,0.7786,0.276954,5000,10,GPT-J,Textsynth,1
,0.1,2.5,5000,0.8176,27.5015,5000,10,J1,AI21,3
,0.1,4.80016,5000,0.7804,4.8,5000,10,J1-G,AI21,2
,0.1,1.80042,5000,0.7472,1.8,5000,10,J1-L,AI21,1
,0.1,4.8212,5000,0.7844,4.8196,5000,10,J1-I,AI21,4
,0.1,8.9586075,5000,0.7822,8.957645,5000,10,CoHere,CoHere,2
,0.1,8.9586075,5000,0.7892,8.957645,5000,10,CoHere-M,CoHere,1
,0.1,6.6724708,5000,0.7266,6.6686834,5000,10,FA-Q,FA,1
,0.1,6.6724476,5000,0.725,6.6686776,5000,10,FA-C,FA,2
,0.1,2.280752,5000,0.6972,2.27951,5000,10,GPT-C,OpenAI,1
,0.1,2.221348,5000,0.8118,2.219794,5000,10,CHATGPT,OpenAI,2
,0.1,20.1,5000,0.8638,33.29232,5000,10,GPT-4,OpenAI,4
,0.1,2.1,5000,0.836,22.79324,5000,10,GPT-3,OpenAI,3
,0.1,1.145016,5000,0.862,1.145016,5000,10,FT-GPT-C,FrugalGPT,5
,0.1,0.18,5000,0.699,0.18,5000,10,Dolly,Databricks,6
0,0.7557800993320775,0.9493556999999999,5839,0.7399794450154162,0.00016274,5838,10,gpt-4o-mini,OpenAI,1
1,0.7717074841582463,31.56368000000001,5839,0.7699554642000686,0.005410225,5838,10,gpt-4o,OpenAI,2
2,0.7785579722555233,94.99156500000001,5839,0.7643028434395341,0.016283797533401853,5838,10,gpt-4-turbo,OpenAI,3
3,0.24113718102414797,5.60205184,5839,0.2394655704008222,0.000960251,5838,10,Meta-Llama-3-70B-Instruct-Turbo,togetherai,1
4,0.7535536907004624,1.8594131999999999,5839,0.750256937,0.000318672,5838,10,gemma-2-9b-it,togetherai,2
0,0.7557800993320775,0.000162589,5839,0.7401507365536143,0.000166215,5838,0.00017,FrugalGPT,FrugalGPT,1
1,0.7845521493406405,0.000716684,5839,0.7961630695443646,0.00077458,5838,0.001055789,FrugalGPT,FrugalGPT,1
2,0.7845521493406405,0.000716684,5839,0.7961630695443646,0.00077458,5838,0.001941579,FrugalGPT,FrugalGPT,1
3,0.7850659359479363,0.002496447,5839,0.80181569,0.00275795,5838,0.002827368,FrugalGPT,FrugalGPT,1
4,0.7850659359479363,0.002496447,5839,0.80181569,0.00275795,5838,0.003713158,FrugalGPT,FrugalGPT,1
5,0.7850659359479363,0.002496447,5839,0.80181569,0.00275795,5838,0.004598947,FrugalGPT,FrugalGPT,1
6,0.7850659359479363,0.002496447,5839,0.80181569,0.00275795,5838,0.005484737,FrugalGPT,FrugalGPT,1
7,0.7850659359479363,0.002496447,5839,0.80181569,0.00275795,5838,0.006370526,FrugalGPT,FrugalGPT,1
8,0.7850659359479363,0.002496447,5839,0.80181569,0.00275795,5838,0.007256316,FrugalGPT,FrugalGPT,1
9,0.7871210823771194,0.007152382,5839,0.8055841041452553,0.007242049,5838,0.008142105,FrugalGPT,FrugalGPT,1
10,0.7871210823771194,0.007152382,5839,0.8055841041452553,0.007242049,5838,0.009027895,FrugalGPT,FrugalGPT,1
11,0.7871210823771194,0.007152382,5839,0.8055841041452553,0.007242049,5838,0.009913684,FrugalGPT,FrugalGPT,1
12,0.7871210823771194,0.007152382,5839,0.8055841041452553,0.007242049,5838,0.010799473684210527,FrugalGPT,FrugalGPT,1
13,0.7871210823771194,0.007152382,5839,0.8055841041452553,0.007242049,5838,0.011685263157894737,FrugalGPT,FrugalGPT,1
14,0.7871210823771194,0.007152382,5839,0.8055841041452553,0.007242049,5838,0.012571052631578948,FrugalGPT,FrugalGPT,1
15,0.7871210823771194,0.007152382,5839,0.8055841041452553,0.007242049,5838,0.013456842105263158,FrugalGPT,FrugalGPT,1
16,0.7871210823771194,0.007152382,5839,0.8055841041452553,0.007242049,5838,0.014342631578947369,FrugalGPT,FrugalGPT,1
17,0.7871210823771194,0.007152382,5839,0.8055841041452553,0.007242049,5838,0.015228421,FrugalGPT,FrugalGPT,1
18,0.7871210823771194,0.007152382,5839,0.8055841041452553,0.007242049,5838,0.016114211,FrugalGPT,FrugalGPT,1
19,0.7871210823771194,0.007152382,5839,0.8055841041452553,0.007242049,5838,0.017,FrugalGPT,FrugalGPT,1
